sellprice,year,km_driven,fuel,seller_type,transmission,owner,mileage(kmpl),engine(CC),maxpower(bhp),seats
0.35,2014,100000,Diesel,Individual,Manual,First Owner,24,1120,70,5
0.4,2011,320000,Diesel,Individual,Manual,Third Owner,12.05,2179,120,8
0.045957,2000,90000,Petrol,Individual,Manual,Second Owner,19.7,796,19.7,5
1.65,2018,20000,Diesel,Individual,Manual,First Owner,13.68,2393,147.8,8
0.6,2018,69779,Petrol,Dealer,Automatic,First Owner,22,1197,81.8,5
0.57,2018,25000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5
0.4,2012,58400,Diesel,Individual,Manual,Second Owner,19.3,1248,73.9,5
0.45,2017,90000,Petrol,Individual,Manual,First Owner,23.84,1199,84,5
0.26,2016,65000,Petrol,Individual,Manual,Second Owner,22.74,796,47.3,5
0.27,2017,35000,Petrol,Individual,Manual,First Owner,24.7,796,47.3,5
0.135,2007,60000,Petrol,Individual,Manual,First Owner,19.7,796,19.7,5
0.45,2012,80000,Diesel,Individual,Manual,First Owner,19.87,1461,83.8,5
1.789999,2017,36000,Diesel,Dealer,Manual,First Owner,13.68,2393,147.8,8
0.35,2008,90000,Diesel,Individual,Manual,First Owner,13.6,2523,63,7
0.671,2015,48228,Petrol,Dealer,Manual,First Owner,18.7,1199,88.7,5
0.573,2015,100000,Diesel,Individual,Manual,Second Owner,25.2,1248,74,5
0.45,2015,80000,Diesel,Individual,Manual,First Owner,23.59,1364,67.04,5
1.7,2019,15000,Diesel,Individual,Manual,First Owner,17,1956,138.1,5
0.135,2008,90000,Petrol,Individual,Manual,Second Owner,18.9,998,18.9,5
0.291,2013,37000,Petrol,Dealer,Manual,First Owner,20.36,1197,78.9,5
0.625,2017,23511,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5
0.14,2007,35000,Petrol,Individual,Manual,Second Owner,19.7,796,19.7,5
0.775,2015,30000,Petrol,Individual,Automatic,First Owner,15.63,1499,110.4,5
0.7,2017,70000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,5
0.5,2014,84000,Diesel,Individual,Manual,First Owner,23.4,1248,74,5
0.315,2010,180000,Diesel,Individual,Manual,First Owner,19.3,1248,73.9,5
3.975,2018,31800,Diesel,Dealer,Automatic,First Owner,17.01,1968,188,5
0.401,2015,74000,Diesel,Individual,Manual,Second Owner,24.4,1120,71,5
0.250999,2014,30000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5
0.5,2011,121941,Diesel,Dealer,Manual,First Owner,12.8,2494,102,8
0.375,2017,20000,Petrol,Dealer,Automatic,First Owner,22,999,67,5
0.347,2011,80600,Diesel,Individual,Manual,First Owner,19.3,1248,73.9,5
0.18,2009,120000,Diesel,Individual,Manual,Second Owner,18.8,1248,18.8,5
0.19,2013,120000,Diesel,Individual,Manual,Second Owner,22.3,1248,74,5
0.265,2012,100000,Petrol,Individual,Manual,Second Owner,18.5,1197,80,5
0.38,2017,50000,Petrol,Individual,Manual,First Owner,23.1,998,67.04,5
0.45,2015,70000,Petrol,Individual,Manual,First Owner,18.16,1196,86.8,5
0.438999,2018,25000,Petrol,Individual,Manual,First Owner,23.84,1199,84,5
0.114999,2006,59000,Petrol,Individual,Manual,Second Owner,16.1,796,16.1,4
0.78,2018,116000,Diesel,Individual,Manual,First Owner,23.59,1364,67.05,5
0.17,2010,150000,Diesel,Individual,Manual,Third Owner,21.12,1248,21.12,5
0.74,2018,38817,Diesel,Dealer,Manual,First Owner,27.39,1248,74,5
0.29,2016,10000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5
0.21,2013,96272,Diesel,Individual,Manual,First Owner,25.44,936,57.6,5
0.756,2016,70000,Diesel,Individual,Manual,Second Owner,24.52,1248,88.5,7
0.55,2018,14200,Petrol,Individual,Manual,First Owner,18.16,1196,86.8,5
0.65,2017,120000,Diesel,Individual,Manual,First Owner,16.5,1493,70,7
0.6,2016,25000,Petrol,Individual,Manual,First Owner,17.19,1197,81.86,5
0.206,2011,100000,Petrol,Individual,Manual,First Owner,19.81,1086,68.05,5
0.3,2011,80000,Diesel,Individual,Manual,Second Owner,13.93,2179,138.03,7
0.4,2015,49907,Petrol,Dealer,Manual,First Owner,21.63,998,67.04,5
0.5,2018,120000,Petrol,Individual,Manual,First Owner,18.9,1197,81.86,5
1.65,2015,91000,Diesel,Dealer,Automatic,Second Owner,12.55,2982,168.5,7
0.599,2014,46100,Petrol,Dealer,Manual,First Owner,16.02,1373,93.7,7
0.14,2009,110000,Petrol,Individual,Manual,Second Owner,15.7,1172,15.7,5
0.9,2018,35000,Diesel,Individual,Manual,First Owner,21.04,1461,83.8,7
0.8,2016,70000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,5
1.05,2015,28000,Diesel,Individual,Manual,Second Owner,15.1,2179,140,7
0.695,2017,50000,Diesel,Individual,Manual,First Owner,26.59,1248,74,5
0.28,2014,60000,Diesel,Individual,Manual,Second Owner,23,1248,88.7,5
1.45,2017,81000,Diesel,Individual,Manual,First Owner,13.68,2393,147.8,7
0.45,2015,80000,Petrol,Individual,Manual,First Owner,20.85,1197,83.14,5
0.3,2010,48000,Petrol,Individual,Manual,First Owner,15.8,1172,65,5
0.3,2017,30000,Petrol,Individual,Manual,First Owner,23.95,998,67.05,5
0.25,2016,20000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5
0.45,2011,128000,Diesel,Individual,Manual,Second Owner,22.32,1582,126.32,5
0.225,2013,58343,Petrol,Dealer,Manual,First Owner,21.79,998,67.05,5
1.15,2016,154000,Diesel,Individual,Manual,First Owner,19.67,1582,126.2,5
1.55,2013,25000,Diesel,Individual,Automatic,First Owner,14.84,2143,170,5
0.135,2009,120000,Petrol,Individual,Manual,First Owner,15.7,1390,15.7,5
0.66,2016,110000,Diesel,Individual,Manual,First Owner,21.19,1396,88.73,5
0.55,2017,20000,Petrol,Individual,Manual,First Owner,21.21,1197,81.8,5
0.975,2019,30000,Diesel,Individual,Manual,First Owner,23,1498,98.96,5
0.165,2015,25000,Petrol,Individual,Manual,First Owner,25.4,624,25.4,4
3.2,2017,45000,Diesel,Dealer,Automatic,First Owner,19.33,1999,177,5
0.925,2012,96000,Diesel,Dealer,Automatic,Second Owner,19.62,1998,190,5
0.484999,2015,30000,Diesel,Individual,Manual,First Owner,25.2,1248,74,5
0.356,2013,70000,Diesel,Individual,Manual,Second Owner,23.4,1248,74,5
0.615,2017,40000,Petrol,Individual,Automatic,First Owner,19,1199,88.7,5
0.6,2015,50000,Diesel,Individual,Manual,First Owner,26.59,1248,74,5
0.65,2017,110000,Diesel,Individual,Manual,First Owner,15.96,2523,63,9
0.35,2017,35000,Petrol,Individual,Manual,Second Owner,25.17,799,53.3,5
0.95,2018,40000,Diesel,Individual,Manual,First Owner,23,1498,98.96,5
0.25,2017,20000,Petrol,Individual,Manual,First Owner,23.95,998,67.05,5
0.25,2014,25000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5
0.4,2018,17500,Petrol,Individual,Manual,First Owner,20.51,998,67.04,5
3.8,2019,20000,Diesel,Individual,Automatic,First Owner,18,1969,190,5
0.31,2019,25000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5
0.7,2017,43000,Petrol,Dealer,Manual,First Owner,15.4,1497,117.3,7
0.409999,2010,100000,Diesel,Individual,Manual,Second Owner,19.61,1405,70,5
0.1,2006,120000,Petrol,Individual,Manual,Third Owner,13.1,1781,13.1,5
0.225,2010,80000,Petrol,Individual,Manual,Second Owner,14,1595,102,5
0.78,2017,40000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,5
5.83,2018,30000,Diesel,Individual,Automatic,First Owner,17.09,2993,261.4,4
0.779,2019,7032,Petrol,Dealer,Automatic,First Owner,19,1199,88.76,5
3.2,2017,45000,Diesel,Dealer,Automatic,First Owner,19.33,1999,177,5
0.75,2017,60000,Diesel,Individual,Manual,First Owner,18.49,1493,100,7
0.545,2014,110000,Diesel,Individual,Manual,First Owner,20.77,1248,88.76,7
0.525,2015,80000,Diesel,Individual,Manual,First Owner,26.59,1248,74,5
0.4,2017,12700,Petrol,Individual,Manual,First Owner,20.51,998,67.04,5
0.55,2016,56494,Petrol,Dealer,Manual,First Owner,18.2,1199,88.7,5
1.04,2019,1620,Petrol,Individual,Manual,First Owner,19.01,1462,103.2,6
0.57,2017,51000,Diesel,Individual,Manual,First Owner,14.07,2956,69.01,7
0.65,2014,167000,Diesel,Individual,Manual,First Owner,25.1,1498,98.6,5
0.445,2018,19700,Petrol,Individual,Manual,First Owner,18.15,1198,82,5
1.25,2018,12000,Diesel,Individual,Manual,First Owner,19.6,1461,108.45,5
0.749,2020,5500,Petrol,Individual,Manual,First Owner,21.01,1197,81.8,5
0.36,2014,70000,Diesel,Individual,Manual,First Owner,25.2,1248,74,5
0.3,2018,30000,Petrol,Individual,Manual,First Owner,24.7,796,47.3,5
0.35,2012,74000,Diesel,Individual,Manual,Second Owner,22.07,1199,73.9,5
0.54,2015,35000,Petrol,Dealer,Manual,Second Owner,17.7,1497,113.42,5
0.17,2012,60000,Diesel,Individual,Manual,Second Owner,20.3,1248,20.3,5
0.6,2016,155201,Diesel,Dealer,Manual,First Owner,26.1,1498,99.23,5
0.225,2011,30000,Petrol,Individual,Manual,First Owner,20.92,998,67.1,5
0.5,2012,120000,Diesel,Individual,Manual,Second Owner,21.8,1461,78,5
0.22,2010,80000,Diesel,Individual,Manual,Fourth & Above Owner,19.3,1248,73.9,5
0.84,2019,1500,Petrol,Individual,Automatic,First Owner,18.2,1199,88.7,5
1.925,2019,43000,Diesel,Dealer,Automatic,First Owner,11.36,2755,171.5,8
0.65,2017,35000,Diesel,Individual,Manual,Second Owner,27.39,1248,74,5
1.3,2012,140000,Diesel,Individual,Automatic,Second Owner,18.88,1995,184,5
0.25,2009,125876,Petrol,Individual,Manual,Second Owner,15,1586,104.68,5
0.77,2013,85000,Diesel,Individual,Manual,First Owner,16.55,2498,105,7
0.65,2018,50000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,5
0.615,2019,10000,Petrol,Individual,Manual,First Owner,21.21,1197,81.8,5
0.1,2011,80000,Diesel,Individual,Manual,First Owner,17.2,1396,17.2,5
0.72,2016,40000,Diesel,Individual,Manual,Second Owner,24.3,1248,88.5,5
0.47,2013,82000,Diesel,Dealer,Manual,Second Owner,26.59,1248,74,5
0.75,2018,5000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,5
0.894999,2017,35000,Petrol,Individual,Manual,First Owner,17.8,1497,117.3,5
0.825,2015,60000,Diesel,Individual,Manual,First Owner,15.4,1997,120,7
0.55,2019,30000,Petrol,Individual,Automatic,First Owner,23.84,1199,83.83,5
0.525,2019,20000,Petrol,Individual,Automatic,First Owner,20.89,1197,81.8,5
0.138,2007,120000,Petrol,Individual,Manual,Second Owner,17.7,1497,17.7,5
1.05,2018,18000,Diesel,Dealer,Manual,First Owner,19.6,1461,108.45,5
0.75,2013,79328,Diesel,Dealer,Manual,Second Owner,12.99,2494,100.6,7
0.725,2016,140000,Petrol,Individual,Manual,First Owner,15.4,1497,117.3,7
0.919999,2017,26766,Diesel,Dealer,Manual,First Owner,21.5,1497,108.5,5
1.45,2019,22000,Petrol,Dealer,Automatic,First Owner,16,1368,160,5
0.55,2016,20000,Petrol,Individual,Manual,First Owner,20.4,1197,81.8,5
0.5,2019,5000,Petrol,Individual,Manual,First Owner,20.3,1086,68,5
0.45,2014,110000,Diesel,Individual,Manual,First Owner,15.96,2523,63,9
0.235,2011,80000,Petrol,Individual,Manual,Second Owner,20.36,1197,78.9,5
0.19,2008,80000,Diesel,Individual,Manual,Second Owner,19.3,1248,73.9,5
0.47,2016,13500,Petrol,Individual,Manual,First Owner,18.9,1197,82,5
1.227,2019,5000,Petrol,Individual,Automatic,First Owner,18,1497,117.6,5
0.25,2014,50000,Diesel,Individual,Manual,Second Owner,21.03,1461,65,5
0.55,2016,56494,Petrol,Dealer,Manual,First Owner,18.2,1199,88.7,5
0.645,2016,11000,Petrol,Dealer,Automatic,First Owner,14.3,1598,103.5,5
0.8,2017,70000,Diesel,Individual,Manual,First Owner,24.52,1248,88.5,7
0.484999,2015,30000,Diesel,Individual,Manual,First Owner,25.2,1248,74,5
0.6,2018,40000,Diesel,Individual,Manual,First Owner,21.66,1498,108.62,5
2.4,2016,30000,Diesel,Individual,Automatic,First Owner,12.62,2198,158,7
0.75,2015,14000,Diesel,Individual,Manual,First Owner,20.77,1248,88.76,7
0.267,2012,40000,Petrol,Individual,Manual,First Owner,20.36,1197,78.9,5
0.75,2019,6500,Petrol,Individual,Automatic,First Owner,21.21,1197,81.8,5
0.28,2016,110000,Petrol,Individual,Manual,Second Owner,18.5,1197,85.8,5
0.466,2019,25000,Petrol,Individual,Automatic,Fourth & Above Owner,20.3,1086,68,5
0.19,2011,110000,Petrol,Individual,Manual,Third Owner,20.36,1197,78.9,5
0.2,2017,140000,Petrol,Individual,Manual,First Owner,19.02,1198,67.05,7
0.45,2012,120000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,7
0.35,2013,90000,Petrol,Individual,Manual,First Owner,14.09,1596,99.6,5
0.4,2014,123000,Diesel,Individual,Manual,First Owner,19.01,1461,108.45,5
0.245,2012,100000,Diesel,Dealer,Manual,First Owner,23.08,1461,63.1,5
0.2,2006,178500,Petrol,Individual,Manual,Third Owner,17.7,1497,78,5
0.495,2016,56832,Diesel,Dealer,Manual,First Owner,19.87,1461,83.14,5
0.35,2011,115000,Diesel,Individual,Manual,Fourth & Above Owner,21.5,1248,88.8,5
0.5,2017,20000,Petrol,Individual,Manual,First Owner,20.4,1197,81.8,5
0.4,2014,120000,Petrol,Individual,Manual,First Owner,19.1,1197,85.8,5
3.2,2017,45000,Diesel,Dealer,Automatic,First Owner,19.33,1999,177,5
2.051,2015,35000,Diesel,Dealer,Automatic,Second Owner,19.7,2143,134.1,5
0.18,2014,55000,Petrol,Individual,Manual,First Owner,22.74,796,22.74,5
0.911,2012,155000,Diesel,Dealer,Manual,First Owner,12.8,2494,102,8
0.22,2011,80000,Diesel,Individual,Manual,First Owner,23.03,1396,69,5
1.67,2016,25000,Diesel,Individual,Manual,Second Owner,13.68,2393,147.8,7
0.35,2017,30000,Petrol,Individual,Manual,First Owner,23.01,999,67,5
0.811,2018,11000,Petrol,Dealer,Manual,First Owner,17,1198,108.5,5
0.225,2013,58343,Petrol,Dealer,Manual,First Owner,21.79,998,67.05,5
0.8,2014,60000,Diesel,Individual,Manual,Second Owner,15.1,2179,140,7
0.779,2019,7032,Petrol,Dealer,Automatic,First Owner,19,1199,88.76,5
1.1,2018,60000,Petrol,Individual,Manual,First Owner,17,1591,121.3,5
0.3,2008,100000,Diesel,Individual,Manual,Second Owner,11.5,1991,147.9,7
0.9,2013,70000,Diesel,Individual,Manual,First Owner,12.83,2696,162,7
1,2015,73500,Diesel,Individual,Manual,First Owner,19.67,1582,126.2,5
0.18,2011,87000,Diesel,Individual,Manual,First Owner,18,1248,18,5
0.22,2010,110000,Diesel,Individual,Manual,Third Owner,21.1,1248,73.9,5
0.55,2014,11500,Diesel,Individual,Manual,First Owner,15.96,2523,63,9
0.74,2018,38817,Diesel,Dealer,Manual,First Owner,27.39,1248,74,5
0.63,2015,70000,Diesel,Individual,Manual,Second Owner,28.09,1248,88.5,5
0.934,2017,101000,Diesel,Individual,Manual,First Owner,22.77,1498,98.59,5
1.525,2018,46000,Diesel,Individual,Manual,First Owner,15.1,2179,152.87,7
0.245,2012,30000,Petrol,Dealer,Manual,First Owner,18.5,1198,86.8,5
0.675,2016,52000,Diesel,Individual,Manual,First Owner,23.65,1248,88.5,5
0.62,2017,90000,Petrol,Individual,Manual,First Owner,22,1197,81.8,5
0.6,2016,10000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5
0.55,2015,67000,Diesel,Individual,Manual,First Owner,21.2,1248,75,5
0.64,2017,90000,Diesel,Individual,Manual,First Owner,16.5,1493,70,7
0.28,2016,110000,Diesel,Individual,Manual,Second Owner,18.2,1248,73.74,7
0.217,2010,120000,Diesel,Individual,Manual,First Owner,21.1,1248,73.9,5
0.4,2016,60000,Petrol,Individual,Manual,First Owner,17,1198,73.75,5
0.725,2014,120000,Petrol,Individual,Manual,First Owner,17.4,1497,117.3,5
0.33,2013,100000,Diesel,Individual,Manual,Third Owner,20.54,1598,103.6,5
0.4,2014,45000,Diesel,Individual,Manual,First Owner,19.1,1405,70,5
0.95,2018,13887,Petrol,Individual,Manual,First Owner,17,1591,121.3,5
0.13,2009,70000,Petrol,Individual,Manual,Second Owner,19.7,796,19.7,5
0.15,2007,120000,Diesel,Individual,Manual,Second Owner,19.2,1461,19.2,5
0.375,2011,97000,Diesel,Dealer,Manual,First Owner,25.2,1248,74,5
1,2015,46000,Diesel,Individual,Manual,First Owner,24.5,1498,98.6,7
0.625,2015,50000,Diesel,Individual,Manual,First Owner,26.59,1248,74,5
0.525,2013,110000,Diesel,Individual,Manual,First Owner,23.4,1248,74,5
0.45,2011,90000,Diesel,Individual,Manual,Third Owner,12.05,2179,120,8
0.645,2016,11000,Petrol,Dealer,Automatic,First Owner,14.3,1598,103.5,5
0.509999,2014,70000,Diesel,Individual,Manual,Second Owner,15.96,2523,62.1,7
0.885,2015,170000,Diesel,Individual,Manual,First Owner,15.4,2179,120,7
0.215,2014,80000,Petrol,Individual,Manual,Second Owner,23.95,998,67.05,5
0.65,2011,120000,Diesel,Individual,Manual,Second Owner,12.8,2494,102,8
0.55,2015,40000,Diesel,Individual,Manual,First Owner,23.59,1364,67.04,5
0.525,2017,19723,Petrol,Dealer,Automatic,First Owner,20.3,1199,84,5
0.95,2018,25000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,5
0.4,2016,80000,Petrol,Individual,Manual,Second Owner,18.9,1197,82,5
0.3,2018,19000,Petrol,Individual,Manual,First Owner,22.5,999,67,5
0.411,2016,25000,Petrol,Individual,Manual,Second Owner,23.1,998,67.04,5
0.65,2017,40000,Diesel,Individual,Manual,Second Owner,18.2,1248,73.74,7
5.4,2019,7500,Diesel,Dealer,Automatic,First Owner,16.78,1995,190,5
0.225,2006,100000,Diesel,Individual,Manual,First Owner,14.8,2499,80,10
0.425,2016,22000,Petrol,Individual,Manual,First Owner,18.5,1198,86.8,5
0.775,2018,21147,Petrol,Dealer,Automatic,First Owner,21.4,1197,83.1,5
0.35,2018,10000,Petrol,Individual,Manual,First Owner,23.95,998,67.05,5
0.42,2012,110000,Diesel,Individual,Manual,Third Owner,19.33,1968,138.1,5
0.71,2018,42000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5
0.49,2018,25000,Petrol,Individual,Manual,First Owner,23.84,1199,84,5
0.24,2009,90000,Diesel,Individual,Manual,First Owner,21.1,1248,73.9,5
0.21,2010,120000,Diesel,Individual,Manual,First Owner,21.12,1248,88.8,5
1.09,2019,16500,Petrol,Dealer,Manual,First Owner,17,1197,110,5
0.5,2019,5000,Petrol,Individual,Manual,First Owner,20.3,1086,68,5
0.8,2017,60000,Diesel,Individual,Manual,First Owner,14.1,2179,147.94,7
0.2,2012,70000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5
0.851,2018,50000,Diesel,Individual,Automatic,First Owner,28.4,1248,74.02,5
0.8,2019,35000,Petrol,Individual,Manual,First Owner,18.6,1197,81.86,5
0.839,2016,63000,Diesel,Dealer,Manual,First Owner,24.3,1248,88.5,5
0.15,2009,300000,Diesel,Individual,Manual,First Owner,14,2498,14,7
1.2,2018,27000,Petrol,Individual,Manual,First Owner,15.8,1591,121.3,5
1.748999,2017,33019,Diesel,Dealer,Manual,First Owner,13.68,2393,147.8,7
0.61,2015,50000,Diesel,Individual,Manual,Second Owner,21.19,1396,88.73,5
0.5,2012,90000,Diesel,Individual,Automatic,First Owner,19.08,1582,126.32,5
0.5,2015,35000,Petrol,Individual,Manual,First Owner,17.3,1497,117.3,7
0.775,2020,2000,Petrol,Dealer,Manual,First Owner,20.7,1197,81.86,5
0.577,2019,3000,Petrol,Individual,Manual,First Owner,20.89,1197,81.8,5
0.7,2016,70000,Diesel,Individual,Manual,First Owner,28.09,1248,88.5,5
0.6,2017,100000,Diesel,Individual,Manual,First Owner,23.65,1248,88.5,5
0.217,2018,25000,Petrol,Individual,Manual,First Owner,22.7,799,53.64,5
0.7,2008,260000,Diesel,Individual,Manual,First Owner,12.8,2494,102,8
0.45,2014,145500,Diesel,Individual,Manual,First Owner,23.4,1248,74,5
0.35,2018,44000,Petrol,Individual,Manual,First Owner,24.7,796,47.3,5
0.29,2015,17000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5
0.411,2016,60000,Petrol,Individual,Manual,Second Owner,18.5,1198,86.8,5
0.975,2018,5000,Diesel,Individual,Manual,First Owner,25.1,1248,88.5,5
0.75,2017,50000,Diesel,Individual,Manual,First Owner,22.27,1498,108.6,5
0.56,2012,59000,Petrol,Individual,Manual,First Owner,16.02,1373,93.7,7
0.275,2015,20000,Petrol,Individual,Manual,First Owner,20.63,1198,67,5
0.47,2018,30000,Petrol,Individual,Automatic,First Owner,23.1,998,67.04,5
0.07,2005,50000,Petrol,Individual,Manual,Third Owner,18.9,998,18.9,5
0.35,2007,376412,Diesel,Individual,Manual,Second Owner,12.8,2494,102,8
2.1,2016,85000,Diesel,Individual,Automatic,Second Owner,12.62,2198,158,7
0.58,2015,70000,Diesel,Individual,Manual,First Owner,20.77,1248,88.76,7
0.625,2017,40000,Diesel,Individual,Manual,Fourth & Above Owner,22.77,1498,98.59,5
0.365,2009,110000,Diesel,Individual,Automatic,Second Owner,11.79,2179,120,8
0.675,2017,49523,Petrol,Dealer,Manual,First Owner,17,1497,118,5
0.48,2019,7600,Petrol,Individual,Manual,First Owner,21.63,998,67,5
0.95,2018,40000,Diesel,Individual,Manual,First Owner,23,1498,98.96,5
0.4,2007,170000,Diesel,Individual,Manual,First Owner,12.8,2494,102,8
0.17,2008,70000,Petrol,Individual,Manual,Third Owner,19.81,1086,19.81,5
0.85,2017,110000,Diesel,Individual,Manual,First Owner,15.4,2523,75,7
0.225,2014,35000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5
0.56,2018,14495,Petrol,Dealer,Manual,First Owner,18.78,999,75,5
2.1,2017,48000,Diesel,Individual,Automatic,Second Owner,17.9,2143,136,5
0.7,2015,58945,Diesel,Individual,Manual,First Owner,18.49,1493,100,7
0.32,2012,40000,Petrol,Individual,Manual,First Owner,18.5,1197,85.8,5
0.36,2012,90000,Diesel,Individual,Manual,Second Owner,21.9,1396,88.76,5
3.2,2017,45000,Diesel,Dealer,Automatic,First Owner,19.33,1999,177,5
0.195,2009,40000,Petrol,Individual,Manual,First Owner,19.7,796,46.3,5
0.2,2011,73000,Petrol,Individual,Manual,First Owner,19.7,796,46.3,5
1.6,2018,14000,Diesel,Individual,Manual,First Owner,17.1,1956,170,5
0.3,2012,70000,Diesel,Individual,Manual,First Owner,18.6,1388,67,5
0.275,2017,58000,Petrol,Individual,Manual,First Owner,24.7,796,47.3,5
0.76,2016,20000,Petrol,Individual,Manual,First Owner,17.01,1591,121.4,5
0.24,2007,80000,Diesel,Individual,Manual,Second Owner,13.6,2523,63,7
0.5,2008,219000,Diesel,Individual,Manual,Second Owner,12.8,2494,102,8
0.19,2013,60000,Petrol,Individual,Manual,Second Owner,22.74,796,47.3,5
0.26,2010,120000,Diesel,Individual,Manual,Second Owner,17.8,1248,75,5
1.05,2015,120000,Diesel,Individual,Manual,First Owner,12.99,2494,100.6,7
0.93,2016,47552,Diesel,Individual,Manual,Second Owner,19.67,1582,126.2,5
0.6,2018,69779,Petrol,Dealer,Automatic,First Owner,22,1197,81.8,5
0.325,2010,163000,Diesel,Individual,Manual,First Owner,17.8,1399,68,5
0.67,2019,20000,Petrol,Individual,Manual,First Owner,19.5,1199,88.76,5
0.4,2015,60000,Diesel,Individual,Manual,Second Owner,24.4,1120,71,5
0.35,2013,100000,Diesel,Individual,Manual,First Owner,20.54,1598,103.6,5
0.5,2020,40000,Petrol,Individual,Manual,First Owner,17.57,1193,88.7,5
0.25,2007,100000,Diesel,Individual,Manual,Second Owner,16.6,1896,122.4,5
0.3,2015,80000,Petrol,Individual,Manual,Second Owner,18.5,1197,85.8,5
0.27,2010,90000,Diesel,Individual,Manual,Third Owner,23,1396,90,5
0.56,2012,40000,Petrol,Individual,Manual,Second Owner,16.8,1497,116.3,5
5.5,2019,8500,Diesel,Dealer,Automatic,First Owner,16.78,1995,190,5
0.15,1999,198000,Diesel,Individual,Manual,Second Owner,14.8,1998,14.8,5
0.13,2007,88700,Petrol,Individual,Manual,Third Owner,19.7,796,19.7,5
0.15,2010,80000,Petrol,Individual,Manual,Third Owner,15,1368,15,5
0.9,2017,74000,Diesel,Individual,Manual,First Owner,22.27,1498,108.6,5
0.45,2012,200000,Diesel,Individual,Manual,Second Owner,22.32,1582,126.32,5
0.825,2017,79000,Diesel,Dealer,Manual,First Owner,25.47,1248,88.5,7
0.715,2016,70000,Diesel,Individual,Manual,Second Owner,28.09,1248,88.5,5
0.53,2019,9500,Petrol,Individual,Manual,First Owner,18.16,1196,86.8,5
3,2015,70000,Diesel,Individual,Automatic,Second Owner,16.36,2179,187.7,5
2.7,2017,16000,Petrol,Dealer,Automatic,First Owner,14.74,1991,181.04,5
0.4,2013,120000,Diesel,Individual,Manual,Second Owner,20.54,1598,103.6,5
0.3,2011,120000,Petrol,Individual,Manual,Third Owner,17.6,1496,88.7,5
0.325,2013,150000,Petrol,Individual,Manual,Second Owner,18.6,1197,85.8,5
0.8,2017,35000,Diesel,Individual,Manual,First Owner,27.39,1248,74,5
0.6,2018,69779,Petrol,Dealer,Automatic,First Owner,22,1197,81.8,5
0.175,2008,65000,Petrol,Dealer,Manual,Second Owner,18.9,998,18.9,5
0.366,2019,15000,Petrol,Individual,Manual,First Owner,23.95,998,67.1,5
0.78,2017,66000,Diesel,Individual,Manual,Second Owner,24.52,1248,88.5,7
0.48,2015,50000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5
0.22,2013,80000,Diesel,Individual,Manual,First Owner,23.03,1396,69,5
0.37,2012,68000,Diesel,Individual,Manual,First Owner,23.4,1248,74,5
0.3,2008,120000,Diesel,Individual,Manual,Second Owner,11.57,2179,138.1,7
0.55,2016,56494,Petrol,Dealer,Manual,First Owner,18.2,1199,88.7,5
0.434999,2015,50000,Diesel,Individual,Manual,First Owner,20.14,1498,88.8,5
0.24,2014,168000,Diesel,Individual,Manual,Second Owner,22.3,1248,74,5
0.26,2018,30000,Petrol,Individual,Manual,First Owner,16.8,796,34.2,8
0.45,2016,40000,Petrol,Individual,Manual,First Owner,18.9,1197,82,5
0.779,2019,7032,Petrol,Dealer,Automatic,First Owner,19,1199,88.76,5
0.13,2007,78000,Petrol,Individual,Manual,First Owner,19.7,796,19.7,5
0.74,2018,38817,Diesel,Dealer,Manual,First Owner,27.39,1248,74,5
0.68,2014,120000,Diesel,Individual,Manual,First Owner,15.4,2523,75,7
3.8,2019,20000,Diesel,Individual,Automatic,First Owner,18,1969,190,5
0.5,2013,80000,Diesel,Individual,Manual,Second Owner,22.32,1582,126.3,5
0.6,2017,25000,Petrol,Individual,Manual,Third Owner,18.16,1196,86.8,5
0.5,2017,35000,Diesel,Individual,Manual,First Owner,28.4,1248,74,5
0.24,2012,200000,Diesel,Individual,Manual,First Owner,22.07,1199,73.9,5
0.312,2014,80000,Petrol,Individual,Manual,First Owner,13.7,1399,98.82,7
0.484999,2016,30000,Petrol,Individual,Manual,First Owner,18.7,1199,88.7,5
0.32,2014,72000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5
0.45,2008,78000,Diesel,Dealer,Manual,First Owner,15.4,1997,120,7
